Número REDS;Órgão Unidade Registro;Unidade Área Militar;Unid Registro Nível 6;Código Subclasse Nat Principal;Tentado/Consumado Nat Principal;Logradouro Ocorrência - Tipo;Logradouro Ocorrência;Logradouro Ocorrência Não Cadastrado;Logradouro Cruzamento;Logradouro Cruzamento Não Cadastrado;Número Logradouro;Bairro;Bairro Não Cadastrado;Complemento Endereço;Ponto de Referência;Município;Latitude;Longitude;Situação Arma;Tipo Arma;Data Fato;Horário Fato;Qtde  Armas de Fogo
2019-005040078-001;POLICIA MILITAR;INVÁLIDO;19 CIA PM IND/7 RPM;I04033;CONSUMADO;RUA;INVÁLIDO;DOIS, CONDOMINIO 2, BLOCO 1;PREENCHIMENTO OPCIONAL;;;INVÁLIDO;CONJUNTO HABITACIONAL CECILIA MEIRELES;AP 206;;PARA DE MINAS;;;APREENDIDO;ESPINGARDA / ESCOPETA;01/02/2019;21:53:09;1
2019-005045419-001;POLICIA MILITAR;INVÁLIDO;280 CIA PM/60 BPM/7 RPM;B01121;CONSUMADO;RUA;INVÁLIDO;SAO LOURENCO;PREENCHIMENTO OPCIONAL;;618;INVÁLIDO;NOVO HORIZONTE;;;NOVA SERRANA;;;APREENDIDO;GARRUCHA;01/02/2019;21:17:20;1
2019-005092256-001;POLICIA MILITAR;3 PEL/139 CIA PM/23 BPM/7 RPM;7 CIA PM IND PE/7 RPM;E03014;CONSUMADO;RUA;JORGE ADRIANO SILVA;;PREENCHIMENTO OPCIONAL;;297;SANTA MARIA;;;;CLAUDIO;-20,43598000;-44,78467740;APREENDIDO;GARRUCHA;02/02/2019;09:56:29;1
2019-005092256-001;POLICIA MILITAR;3 PEL/139 CIA PM/23 BPM/7 RPM;7 CIA PM IND PE/7 RPM;E03014;CONSUMADO;RUA;JORGE ADRIANO SILVA;;PREENCHIMENTO OPCIONAL;;297;SANTA MARIA;;;;CLAUDIO;-20,43598000;-44,78467740;APREENDIDO;REVOLVER;02/02/2019;09:56:29;1
2019-005105952-001;POLICIA MILITAR;60 BPM/7 RPM;279 CIA PM/60 BPM/7 RPM;C01180;CONSUMADO;RUA;MARIA DE SOUZA RIBEIRO;;PREENCHIMENTO OPCIONAL;;570;JUCA FIRMINO;;;;ARAUJOS;-19,94036730;-45,16391360;APREENDIDO;REVOLVER;02/02/2019;12:21:01;1
2019-005182153-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;E03016;CONSUMADO;AVENIDA;DAS OLIVEIRAS;;PREENCHIMENTO OPCIONAL;;421;PARQUE CIDADE JARDIM;;;;POMPEU;-19,24006430;-44,99564850;APREENDIDO;ESPINGARDA / ESCOPETA;02/02/2019;19:50:00;1
2019-005182153-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;E03016;CONSUMADO;AVENIDA;DAS OLIVEIRAS;;PREENCHIMENTO OPCIONAL;;421;PARQUE CIDADE JARDIM;;;;POMPEU;-19,24006430;-44,99564850;APREENDIDO;PISTOLA;02/02/2019;19:50:00;1
2019-005182153-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;E03016;CONSUMADO;AVENIDA;DAS OLIVEIRAS;;PREENCHIMENTO OPCIONAL;;421;PARQUE CIDADE JARDIM;;;;POMPEU;-19,24006430;-44,99564850;APREENDIDO;REVOLVER;02/02/2019;19:50:00;1
2019-005189744-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;240 CIA TM/23 BPM/7 RPM;E03016;CONSUMADO;RUA;MARECHAL FLORIANO PEIXOTO;;PREENCHIMENTO OPCIONAL;;171;HALIM SOUKI;;;;DIVINOPOLIS;-20,13381470;-44,86339840;APREENDIDO;PISTOLA;03/02/2019;00:00:40;1
2019-005192750-001;POLICIA MILITAR;2 PEL/290 CIA PM/63 BPM/7 RPM;290 CIA PM/63 BPM/7 RPM;E08019;CONSUMADO;RUA;NOSSA SENHORA LIVRAMENTO;;PREENCHIMENTO OPCIONAL;;30;SANTO ANTÔNIO;;;;PIMENTA;-20,47315060;-45,80315400;APREENDIDO;GARRUCHA;03/02/2019;00:30:00;1
2019-005204155-001;POLICIA MILITAR;2 PEL/290 CIA PM/63 BPM/7 RPM;63 BPM/7 RPM;E03014;CONSUMADO;RUA;PEDRO RODRIGUES DE MORAES;;PREENCHIMENTO OPCIONAL;;137;SANTO ANTONIO;;;;FORMIGA;-20,47259070;-45,43447490;APREENDIDO;REVOLVER;03/02/2019;03:10:19;1
2019-005297355-001;POLICIA MILITAR;141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;E03015;CONSUMADO;RUA;JADER MOURA;;PREENCHIMENTO OPCIONAL;;664;CENTRO;;;;ABAETE;-19,15817830;-45,44878340;APREENDIDO;PISTOLA;03/02/2019;21:44:16;1
2019-005465484-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;I04033;CONSUMADO;RUA;ALAIR CASTELO BRANCO;;PREENCHIMENTO OPCIONAL;;408;SANTO ANTONIO;;;;POMPEU;-19,22303740;-45,01111510;APREENDIDO;REVOLVER;04/02/2019;19:50:00;1
2019-005664019-001;POLICIA MILITAR;50 CIA PM/7 BPM/7 RPM;50 CIA PM/7 BPM/7 RPM;E03015;CONSUMADO;RUA;PAULO PEREIRA DA COSTA;;PREENCHIMENTO OPCIONAL;;0;ALVORADA;;;;BOM DESPACHO;-19,71362940;-45,26303750;APREENDIDO;PISTOLA;06/02/2019;00:33:59;1
2019-005698840-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;A03000;CONSUMADO;RUA;BENEDITO VALADARES;;PREENCHIMENTO OPCIONAL;;527;CENTRO;;APTO 202;;PARA DE MINAS;-19,86497160;-44,60444420;APREENDIDO;REVOLVER;06/02/2019;10:11:38;1
2019-005767125-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;7 CIA PM IND PE/7 RPM;I04033;CONSUMADO;RUA;MARAVILHA;;PREENCHIMENTO OPCIONAL;;30;NITEROI;;;morro da pitimba;DIVINOPOLIS;-20,14387660;-44,87750320;APREENDIDO;SUBMETRALHADORA (USO RESTRITO);06/02/2019;16:53:05;1
2019-005829564-001;POLICIA MILITAR;141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;E03015;CONSUMADO;FAZENDA;PALMEIRAS;PALMEIRAS;PREENCHIMENTO OPCIONAL;;0.00000;INVÁLIDO;;;;ABAETE;-19,15310740;-45,27090770;APREENDIDO;PISTOLA;06/02/2019;21:35:00;1
2019-005832950-001;POLICIA MILITAR;2 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;E03016;CONSUMADO;RUA;DOUTOR ROSCIO;;PREENCHIMENTO OPCIONAL;;500;SAO JORGE;;;oficina;MARTINHO CAMPOS;-19,32094260;-45,23398400;APREENDIDO;PISTOLA;07/02/2019;00:50:00;1
2019-005832950-001;POLICIA MILITAR;2 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;E03016;CONSUMADO;RUA;DOUTOR ROSCIO;;PREENCHIMENTO OPCIONAL;;500;SAO JORGE;;;oficina;MARTINHO CAMPOS;-19,32094260;-45,23398400;APREENDIDO;REVOLVER;07/02/2019;00:50:00;2
2019-005837783-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;B01121;TENTADO;RUA;CHIQUINHO DA QUITA;;PREENCHIMENTO OPCIONAL;;175;VOLTA DO BREJO;;;;POMPEU;-19,21864430;-44,98582700;APREENDIDO;ESPINGARDA / ESCOPETA;07/02/2019;01:20:00;1
2019-005837783-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;B01121;TENTADO;RUA;CHIQUINHO DA QUITA;;PREENCHIMENTO OPCIONAL;;175;VOLTA DO BREJO;;;;POMPEU;-19,21864430;-44,98582700;APREENDIDO;PISTOLA;07/02/2019;01:20:00;1
2019-005859034-001;POLICIA MILITAR;3 PEL/280 CIA PM/60 BPM/7 RPM;60 BPM/7 RPM;I04033;CONSUMADO;RUA;GOMIDES XAVIER SALDANHA;;PREENCHIMENTO OPCIONAL;;38;SAO FRANCISCO;;;;PITANGUI;-19,67913540;-44,88519240;APREENDIDO;PISTOLA;07/02/2019;09:29:44;1
2019-005880280-001;POLICIA MILITAR;141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;E03012;CONSUMADO;FAZENDA;BOCAINA;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;PAINEIRAS;-18,85975000;-45,56680600;APREENDIDO;ESPINGARDA / ESCOPETA;07/02/2019;11:00:00;1
2019-005947995-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;E03016;CONSUMADO;RUA;DOUTOR JOSE MARIA DE CASTRO PINTO;AUGUSTO GONCALVES PAULINO;PREENCHIMENTO OPCIONAL;;401.000;CHACREAMENTO VALE VERDE;ITAUNENSE;;;ITAUNA;-20,10075740;-44,61054540;APREENDIDO;PISTOLA;07/02/2019;18:13:53;1
2019-005965536-001;POLICIA MILITAR;60 BPM/7 RPM;68 CIA TM/60 BPM/7 RPM;E03014;CONSUMADO;RUA;CORONEL MARTINHO FERREIRA DO AMARAL;;PREENCHIMENTO OPCIONAL;;522;BEIJA FLOR;;;;NOVA SERRANA;-19,87530900;-44,98249600;APREENDIDO;PISTOLA;07/02/2019;19:49:55;1
2019-006171570-001;POLICIA MILITAR;50 CIA PM/7 BPM/7 RPM;7 BPM/7 RPM;C01157;CONSUMADO;RUA;PADRE EUSTAQUIO;PADRE EUSTAQUIO;PREENCHIMENTO OPCIONAL;;1086.00;NOSSA SENHORA DE FATIMA;NOSSA SENHORA DE FATIMA;;;BOM DESPACHO;-19,72720490;-45,26456780;APREENDIDO;REVOLVER;08/02/2019;23:42:36;1
2019-006228950-001;POLICIA MILITAR;50 CIA PM/7 BPM/7 RPM;50 CIA PM/7 BPM/7 RPM;E03014;CONSUMADO;PRACA;MATRIZ;;PREENCHIMENTO OPCIONAL;;0;CENTRO;;;;BOM DESPACHO;-19,73716670;-45,25155400;APREENDIDO;REVOLVER;09/02/2019;13:13:45;1
2019-006264876-001;POLICIA MILITAR;2 PEL/241 CIA PM/63 BPM/7 RPM;241 CIA PM/63 BPM/7 RPM;E03014;CONSUMADO;ESTRADA;BOCA DA MATA;;PREENCHIMENTO OPCIONAL;;95;INVÁLIDO;;;;ARCOS;-20,29493190;-45,54671480;APREENDIDO;REVOLVER;09/02/2019;17:29:55;1
2019-006308956-001;POLICIA MILITAR;INVÁLIDO;7 CIA PM IND PE/7 RPM;E03016;CONSUMADO;RUA;INVÁLIDO;CAPELINHA;PREENCHIMENTO OPCIONAL;;62;INVÁLIDO;NOVO HORIZONTE;;;PERDIGAO;;;APREENDIDO;PISTOLA;09/02/2019;23:46:52;1
2019-006323995-001;POLICIA MILITAR;4 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;B01147;CONSUMADO;AVENIDA;CRISPIM ALVES MAGALHAES;;PREENCHIMENTO OPCIONAL;;162;CIDADE NOVA;;;;MARAVILHAS;-19,51871360;-44,68198380;APREENDIDO;OUTROS - TIPO DE ARMA;10/02/2019;00:10:00;1
2019-006394277-002;POLICIA MILITAR;2 PEL/241 CIA PM/63 BPM/7 RPM;241 CIA PM/63 BPM/7 RPM;E03012;CONSUMADO;RUA;DUZENTOS E SETE;;PREENCHIMENTO OPCIONAL;;0.00000;GARÇAS DE MINAS;GARÇAS DE MINAS;;;IGUATAMA;-20,18491100;-45,68477820;APREENDIDO;GARRUCHA;14/02/2019;13:30:00;1
2019-006454152-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;7 CIA PM IND PE/7 RPM;I04033;CONSUMADO;RUA;OZEAS CORDEIRO VALADARES;;PREENCHIMENTO OPCIONAL;;1903;VARZEA DO GALINHEIRO;;;;POMPEU;-19,24475770;-44,98918760;APREENDIDO;REVOLVER;11/02/2019;03:01:34;1
2019-006488458-001;POLICIA MILITAR;50 CIA PM/7 BPM/7 RPM;COPOM/7 BPM/7 RPM;E99000;CONSUMADO;ACESSO RURAL;ACESSO AO POVOADO DA GARCA;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;ESTRADA DA GARÇA;BOM DESPACHO;-19,74376640;-45,29113030;APREENDIDO;REVOLVER;11/02/2019;10:26:14;1
2019-006498741-001;POLICIA MILITAR;INVÁLIDO;7 CIA PM MAMB/BPM MAMB/CPMAMB;E03012;CONSUMADO;FAZENDA;INVÁLIDO;JACIRA;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;ZONA RURAL;;;BIQUINHAS;-18,69952778;-45,57775000;APREENDIDO;ESPINGARDA / ESCOPETA;11/02/2019;09:45:00;1
2019-006503997-001;POLICIA MILITAR;INVÁLIDO;7 CIA PM MAMB/BPM MAMB/CPMAMB;E03014;CONSUMADO;ESTRADA;INVÁLIDO;VICINAL DE ACESSO SANTANA DA PRATA;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;SANTANA DA PRATA;;;PITANGUI;-19,85105556;-44,82077778;APREENDIDO;GARRUCHA;11/02/2019;11:00:00;1
2019-006578838-001;POLICIA MILITAR;139 CIA PM/23 BPM/7 RPM;7 CIA PM IND PE/7 RPM;E03016;CONSUMADO;AVENIDA;FRANCISCO JOSE PEDRO;;PREENCHIMENTO OPCIONAL;;270;INVÁLIDO;;;;DIVINOPOLIS;;;APREENDIDO;PISTOLA;11/02/2019;16:30:00;1
2019-006578838-001;POLICIA MILITAR;139 CIA PM/23 BPM/7 RPM;7 CIA PM IND PE/7 RPM;E03016;CONSUMADO;AVENIDA;FRANCISCO JOSE PEDRO;;PREENCHIMENTO OPCIONAL;;270;INVÁLIDO;;;;DIVINOPOLIS;;;APREENDIDO;REVOLVER;11/02/2019;16:30:00;1
2019-006651465-001;POLICIA MILITAR;4 PEL/107 CIA PM/7 BPM/7 RPM;7 CIA PM MAMB/BPM MAMB/CPMAMB;E03012;CONSUMADO;SITIO;MEDEIROS;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;PEDRA DO INDAIA;-20,31765000;-45,28441100;APREENDIDO;ESPINGARDA POLVEIRA;12/02/2019;07:27:29;1
2019-006873323-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;7 CIA PM IND PE/7 RPM;B01121;TENTADO;RUA;LEVI GONCALVES GUIMARAES;;PREENCHIMENTO OPCIONAL;;50;JUSA FONSECA;;;;DIVINOPOLIS;-20,17298590;-44,87050630;APREENDIDO;REVOLVER;13/02/2019;10:44:59;1
2019-007001651-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;E03014;CONSUMADO;RUA;GERALDO ALVES PARREIRA;;PREENCHIMENTO OPCIONAL;;123.000;CENTRO;centro;;;POMPEU;-19,21377840;-45,00082550;APREENDIDO;PISTOLA;13/02/2019;23:00:00;1
2019-007094892-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;I04033;CONSUMADO;RUA;INVÁLIDO;MARANHAO;PREENCHIMENTO OPCIONAL;;1325;INVÁLIDO;;;;DIVINOPOLIS;;;APREENDIDO;PISTOLA;14/02/2019;15:18:32;1
2019-007094892-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;I04033;CONSUMADO;RUA;INVÁLIDO;MARANHAO;PREENCHIMENTO OPCIONAL;;1325;INVÁLIDO;;;;DIVINOPOLIS;;;APREENDIDO;SUBMETRALHADORA (USO RESTRITO);14/02/2019;15:18:32;1
2019-007140668-001;POLICIA MILITAR;2 PEL/241 CIA PM/63 BPM/7 RPM;241 CIA PM/63 BPM/7 RPM;I04033;CONSUMADO;RUA;NELSON CANDIDO RIBEIRO;;PREENCHIMENTO OPCIONAL;;21;NOVA MORADA DOIS;;;;ARCOS;-20,27860360;-45,51671440;APREENDIDO;REVOLVER;14/02/2019;18:20:39;1
2019-007166077-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;E99000;CONSUMADO;RUA;INVÁLIDO;SALVADOR GONCALVES DE OLIVEIRA;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;BECO DA MORTE BAIRRO SÃO PAULO;PARA DE MINAS;;;APREENDIDO;REVOLVER;14/02/2019;22:22:38;1
2019-007189855-001;POLICIA MILITAR;2 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;E03014;CONSUMADO;RODOVIA;BR 352;;PREENCHIMENTO OPCIONAL;;410;INVÁLIDO;;;ibitira;MARTINHO CAMPOS;-19,42631110;-45,14154520;APREENDIDO;ESPINGARDA POLVEIRA;14/02/2019;23:40:00;1
2019-007346837-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;E03012;CONSUMADO;RUA;ANTONIO CANDIDO CASTELO BRANCO FILHO;;PREENCHIMENTO OPCIONAL;;132;INVÁLIDO;;;;POMPEU;-19,21168360;-45,00083670;APREENDIDO;PISTOLA;15/02/2019;19:55:00;1
2019-007360828-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;E03016;CONSUMADO;AVENIDA;GUAJAJARAS;;PREENCHIMENTO OPCIONAL;;1441;JARDIM DOS CANDIDES;;;;DIVINOPOLIS;-20,13063840;-44,83843270;APREENDIDO;PISTOLA;16/02/2019;00:02:53;1
2019-007366280-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;240 CIA TM/23 BPM/7 RPM;E03014;CONSUMADO;AVENIDA;AYRTON SENNA DA SILVA;;PREENCHIMENTO OPCIONAL;;456;DONA QUITA;;;;DIVINOPOLIS;-20,16855360;-44,86352750;APREENDIDO;PISTOLA;16/02/2019;00:51:38;1
2019-007380528-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;E03014;CONSUMADO;AVENIDA;ANTONIO OLIMPIO DE MORAIS;;PREENCHIMENTO OPCIONAL;;859;CENTRO;;;LOJA DE CONVENIENCIA MEGA 24 HS;DIVINOPOLIS;-20,14043630;-44,88746720;APREENDIDO;REVOLVER;16/02/2019;04:09:14;1
2019-007450409-001;POLICIA MILITAR;3 PEL/280 CIA PM/60 BPM/7 RPM;7 CIA PM IND PE/7 RPM;E03012;CONSUMADO;POVOADO;SACRAMENTO;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;260;;PITANGUI;-19,51472220;-44,99416670;APREENDIDO;ESPINGARDA POLVEIRA;16/02/2019;17:50:10;1
2019-007450409-001;POLICIA MILITAR;3 PEL/280 CIA PM/60 BPM/7 RPM;7 CIA PM IND PE/7 RPM;E03012;CONSUMADO;POVOADO;SACRAMENTO;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;260;;PITANGUI;-19,51472220;-44,99416670;APREENDIDO;OUTROS - TIPO DE ARMA;16/02/2019;17:50:10;1
2019-007481074-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;B01147;CONSUMADO;FAZENDA;INVÁLIDO;BOM PASTOR;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;IGARATINGA;-19,97475000;-44,75166667;APREENDIDO;ESPINGARDA / ESCOPETA;16/02/2019;19:20:00;3
2019-007550747-001;POLICIA MILITAR;141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;E03012;CONSUMADO;RUA;DIMAS FERNANDES;;PREENCHIMENTO OPCIONAL;;151;BELA VISTA;;;;ABAETE;-19,14538330;-45,45303970;APREENDIDO;ESPINGARDA POLVEIRA;17/02/2019;14:21:49;1
2019-007673867-001;POLICIA MILITAR;2 GP/3 PEL/51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;E03012;CONSUMADO;POVOADO;RETIRO DOS PINTOS;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;20°14'44''S44°28'42''W;ITATIAIUCU;-20,17288890;-44,51125000;APREENDIDO;ESPINGARDA / ESCOPETA;18/02/2019;10:00:00;1
2019-007756418-001;POLICIA MILITAR;INVÁLIDO;7 CIA PM IND PE/7 RPM;E03014;CONSUMADO;RUA;INVÁLIDO;SANTA CLARA;PREENCHIMENTO OPCIONAL;;574;INVÁLIDO;;;;DIVINOPOLIS;;;APREENDIDO;REVOLVER;18/02/2019;17:37:47;1
2019-007790400-001;POLICIA MILITAR;3 PEL/142 CIA PM/23 BPM/7 RPM;7 CIA PM IND PE/7 RPM;E03012;CONSUMADO;RUA;SILVINO PIO DA FONSECA;;PREENCHIMENTO OPCIONAL;;200;BOMFIM;;;;CARMO DO CAJURU;-20,17789370;-44,76560590;APREENDIDO;ESPINGARDA / ESCOPETA;18/02/2019;21:24:46;1
2019-007790400-001;POLICIA MILITAR;3 PEL/142 CIA PM/23 BPM/7 RPM;7 CIA PM IND PE/7 RPM;E03012;CONSUMADO;RUA;SILVINO PIO DA FONSECA;;PREENCHIMENTO OPCIONAL;;200;BOMFIM;;;;CARMO DO CAJURU;-20,17789370;-44,76560590;APREENDIDO;ESPINGARDA POLVEIRA;18/02/2019;21:24:46;1
2019-007880350-001;POLICIA MILITAR;141 CIA PM/7 BPM/7 RPM;7 CIA PM IND PE/7 RPM;E03012;CONSUMADO;RODOVIA;BR 352;;PREENCHIMENTO OPCIONAL;;1;INVÁLIDO;;;;ABAETE;-19,15793430;-45,46878170;APREENDIDO;ESPINGARDA / ESCOPETA;19/02/2019;13:33:23;3
2019-007880350-001;POLICIA MILITAR;141 CIA PM/7 BPM/7 RPM;7 CIA PM IND PE/7 RPM;E03012;CONSUMADO;RODOVIA;BR 352;;PREENCHIMENTO OPCIONAL;;1;INVÁLIDO;;;;ABAETE;-19,15793430;-45,46878170;APREENDIDO;ESPINGARDA POLVEIRA;19/02/2019;13:33:23;1
2019-007963230-001;POLICIA MILITAR;2 PEL/290 CIA PM/63 BPM/7 RPM;63 BPM/7 RPM;E03012;CONSUMADO;RUA;BROMELIA;;PREENCHIMENTO OPCIONAL;;64.0000;BALBINO RIBEIRO DA SILVA;JOSÉ BALBINO RIBEIRO;;;FORMIGA;-20,43344140;-45,43084740;APREENDIDO;REVOLVER;19/02/2019;20:46:19;1
2019-008134395-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;I04033;CONSUMADO;RUA;DO ALTO;;PREENCHIMENTO OPCIONAL;;588;ARITANA;;;;POMPEU;-19,23299690;-44,98838710;APREENDIDO;PISTOLA;20/02/2019;18:10:00;1
2019-008152161-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;E03012;CONSUMADO;CHACARA;INVÁLIDO;corrego das pedras;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;chacara tres lagoas;;;PARA DE MINAS;;;APREENDIDO;GARRUCHA;20/02/2019;21:20:06;1
2019-008179374-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;C01157;CONSUMADO;RUA;NAIR GUIMARAES FERREIRA;;PREENCHIMENTO OPCIONAL;;70;RECANTO DA LAGOA;;;;PARA DE MINAS;-19,87010230;-44,57885760;APREENDIDO;REVOLVER;21/02/2019;01:08:40;1
2019-008261234-001;POLICIA MILITAR;4 PEL/107 CIA PM/7 BPM/7 RPM;7 CIA PM IND PE/7 RPM;E03017;CONSUMADO;PRACA;MONSENHOR OTAVIANO;;PREENCHIMENTO OPCIONAL;;20;INVÁLIDO;CENTRO;FUNDOS;;SANTO ANTONIO DO MONTE;;;APREENDIDO;ESPINGARDA / ESCOPETA;21/02/2019;14:00:00;1
2019-008261234-001;POLICIA MILITAR;4 PEL/107 CIA PM/7 BPM/7 RPM;7 CIA PM IND PE/7 RPM;E03017;CONSUMADO;PRACA;MONSENHOR OTAVIANO;;PREENCHIMENTO OPCIONAL;;20;INVÁLIDO;CENTRO;FUNDOS;;SANTO ANTONIO DO MONTE;;;APREENDIDO;REVOLVER;21/02/2019;14:00:00;1
2019-008280230-001;POLICIA MILITAR;60 BPM/7 RPM;279 CIA PM/60 BPM/7 RPM;C01157;CONSUMADO;POVOADO;RIPAS;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;NOVA SERRANA;-19,92224570;-44,92644010;APREENDIDO;GARRUCHA;21/02/2019;15:46:25;1
2019-008318551-001;POLICIA MILITAR;4 PEL/107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;E03012;CONSUMADO;ACESSO;ZONA RURAL;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;FAZENDA DO MARIO VIGNATE;SANTO ANTONIO DO MONTE;-20,09831350;-45,30736200;APREENDIDO;ESPINGARDA / ESCOPETA;21/02/2019;18:45:00;2
2019-008476969-001;POLICIA MILITAR;3 PEL/141 CIA PM/7 BPM/7 RPM;68 CIA TM/60 BPM/7 RPM;E03012;CONSUMADO;CHACARA;AREIAS;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;NOVA SERRANA;-19,87583300;-44,98416400;APREENDIDO;ESPINGARDA POLVEIRA;22/02/2019;17:55:32;1
2019-008491340-001;POLICIA MILITAR;INVÁLIDO;7 CIA PM IND PE/7 RPM;E03012;CONSUMADO;RUA;INVÁLIDO;FERNANDO PEIXOTO;PREENCHIMENTO OPCIONAL;;296;INVÁLIDO;SANTOS;CASA 3A;;PITANGUI;;;APREENDIDO;REVOLVER;22/02/2019;19:34:08;1
2019-008493113-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;I04033;CONSUMADO;RUA;MARIA CUSTODIA DOS SANTOS;;PREENCHIMENTO OPCIONAL;;103;VOLTA DO BREJO;;CASA;;POMPEU;-19,21761710;-44,98494530;APREENDIDO;ESPINGARDA / ESCOPETA;22/02/2019;19:38:00;1
2019-008493113-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;I04033;CONSUMADO;RUA;MARIA CUSTODIA DOS SANTOS;;PREENCHIMENTO OPCIONAL;;103;VOLTA DO BREJO;;CASA;;POMPEU;-19,21761710;-44,98494530;APREENDIDO;REVOLVER;22/02/2019;19:38:00;1
2019-008576610-001;POLICIA MILITAR;2 PEL/141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;E03012;CONSUMADO;FAZENDA;PARIZINHO;CAMPO DOS SONHOS;PREENCHIMENTO OPCIONAL;;0.00000;INVÁLIDO;ZONA RURAL;;;QUARTEL GERAL;-19,26952778;-45,71513889;APREENDIDO;CARABINA / RIFLE;23/02/2019;09:00:00;1
2019-008576610-001;POLICIA MILITAR;2 PEL/141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;E03012;CONSUMADO;FAZENDA;PARIZINHO;CAMPO DOS SONHOS;PREENCHIMENTO OPCIONAL;;0.00000;INVÁLIDO;ZONA RURAL;;;QUARTEL GERAL;-19,26952778;-45,71513889;APREENDIDO;ESPINGARDA / ESCOPETA;23/02/2019;09:00:00;1
